"","CODIGO","DISTRITO","DEPARTAMENTO","MUNICIPIO","ESTABLECIMIENTO","DIRECCION","TELEFONO","SUPERVISOR","DIRECTOR","NIVEL","SECTOR","AREA","STATUS","MODALIDAD","JORNADA","PLAN","DEPARTAMENTAL","CODIGO_DEPARTAMENTO"
"5823","11-01-0318-46","11-017","RETALHULEU","RETALHULEU","COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACIÓŽ Y CAPACITACIÓŽ MIGUEL NGEL ASTURIAS","SECTOR EL INFIERNITO, PARCELAMIENTO CABALLO BLANCO, RETALHULEU",NA,"MIGUEL ANGEL ARMAS ROCHA","MARLON IVAN PEREZ PAZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5824","11-01-0320-46","11-017","RETALHULEU","RETALHULEU","COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACIÓŽ Y CAPACITACIÓŽ MIGUEL NGEL ASTURIAS","SECTOR EL INFIERNITO, PARCELAMIENTO CABALLO BLANCO, RETALHULEU",NA,"MIGUEL ANGEL ARMAS ROCHA","MARLON IVAN PEREZ PAZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5825","11-01-0321-46","11-017","RETALHULEU","RETALHULEU","COLEGIO EVANGÉŒICO MIXTO  PALABRA VIVA ","11A. CALLE, COLONIA CONCEPCION, BULEVARD CENTENARIO, ZONA 3",NA,"MIGUEL ANGEL ARMAS ROCHA","CARLOS ORLANDO AGUILON DE LEON","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5826","11-01-0327-46","11-017","RETALHULEU","RETALHULEU","COLEGIO EVANGÉŒICO MIXTO  PALABRA VIVA ","11A. CALLE, COLONIA CONCEPCION, BULEVARD CENTENARIO, ZONA 3",NA,"MIGUEL ANGEL ARMAS ROCHA","CARLOS ORLANDO AGUILON DE LEON","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5827","11-01-0338-46","11-004","RETALHULEU","RETALHULEU","COLEGIO EVANGÉŒICO MIXTO  PALABRA VIVA ","11A. CALLE, COLONIA CONCEPCION, BULEVARD CENTENARIO, ZONA 3",NA,"MIGUEL ANGEL ARMAS ROCHA","ANA PATRICIA PEREZ MARROQUIN","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5828","11-01-0340-46","11-004","RETALHULEU","RETALHULEU","COLEGIO EVANGÉŒICO MIXTO  PALABRA VIVA ","11A. CALLE, COLONIA CONCEPCION, BULEVARD CENTENARIO, ZONA 3",NA,"MIGUEL ANGEL ARMAS ROCHA","JUAN PEREZ GARCIA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5829","11-01-0344-46","11-017","RETALHULEU","RETALHULEU","LICEO ALFRED NOBEL","4A. AVENIDA 7-18 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","LUIS DELFINO MARTINEZ REYNOSO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5830","11-01-0346-46","11-017","RETALHULEU","RETALHULEU","COLEGIO MIXTO CENTROAMERICANO","2A. CALLE 5-82 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5831","11-01-0348-46","11-017","RETALHULEU","RETALHULEU","LICEO ALFRED NOBEL","4A. AVENIDA 7-18 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","LUIS DELFINO MARTINEZ REYNOSO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5832","11-01-0350-46","11-017","RETALHULEU","RETALHULEU","LICEO ALFRED NOBEL","4A. AVENIDA 7-18 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","LUIS DELFINO MARTINEZ REYNOSO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5833","11-01-0351-46","11-017","RETALHULEU","RETALHULEU","LICEO ALFRED NOBEL","4A. AVENIDA 7-18 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","LUIS DELFINO MARTINEZ REYNOSO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5834","11-01-0357-46","11-017","RETALHULEU","RETALHULEU","COLEGIO PRIVADO MIXTO LUIS CARDOZA Y ARAGÓŽ","1A. CALLE 8-71, ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","ANGEL IGNACIO VASQUEZ GARCIA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5835","11-01-0365-46","11-017","RETALHULEU","RETALHULEU","COLEGIO MIXTO IDEAS","9A. AVENIDA A, 2-05, RESIDENCIALES ""ANA LUCIA"", ZONA 4",NA,"MIGUEL ANGEL ARMAS ROCHA","ABRAHAM ISAIAS VELASQUEZ LOPEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5836","11-01-0366-46","11-017","RETALHULEU","RETALHULEU","COLEGIO MIXTO IDEAS","9A. AVENIDA A, 2-05, RESIDENCIALES ""ANA LUCIA"", ZONA 4",NA,"MIGUEL ANGEL ARMAS ROCHA","ABRAHAM ISAIAS VELASQUEZ LOPEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5837","11-01-0369-46",NA,"RETALHULEU","RETALHULEU","INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTROAMERICANO'","2 CALLE 5-82 ZONA 1",NA,NA,NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5838","11-01-0372-46","11-004","RETALHULEU","RETALHULEU","COLEGIO PRIVADO MIXTO NUEVA GENERACIÓŽ","1A. CALLE 5-03 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","ANGEL OSWALDO RAMÍ’EZ CABRERA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5839","11-01-0376-46","11-017","RETALHULEU","RETALHULEU","COLEGIO TECNOLÓ‡ICO JAN KOMENSKY","4A. AVENIDA 4-58 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","AXEL OTONIEL XICAR`CONTRERAS","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5840","11-01-0378-46","11-017","RETALHULEU","RETALHULEU","COLEGIO TECNOLÓ‡ICO JAN KOMENSKY","4A. AVENIDA 4-58 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","AXEL OTONIEL XICAR`CONTRERAS","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5841","11-01-0383-46","11-017","RETALHULEU","RETALHULEU","COLEGIO MIXTO LUIS FERNANDO ESQUIVEL SANCHEZ","4A. AVENIDA 3-03 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","PATRICIA ELIZABETH DE LEÓŽ SAMAYOA DE RIVAS","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5842","11-01-0384-46","11-017","RETALHULEU","RETALHULEU","COLEGIO MIXTO LUIS FERNANDO ESQUIVEL SANCHEZ","4A. AVENIDA 3-03 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","PATRICIA ELIZABETH DE LEÓŽ SAMYOA DE RIVAS","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5843","11-01-0387-46","11-017","RETALHULEU","RETALHULEU","COLEGIO PRIVADO MIXTO CABALLO BLANCO","CENTRO URBANO PARCELAMIENTO CABALLO BLANCO",NA,"MIGUEL ANGEL ARMAS ROCHA","HÉƒTOR JULIN RODAS MAZARIEGOS","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5844","11-01-0388-46","11-017","RETALHULEU","RETALHULEU","COLEGIO PRIVADO MIXTO CABALLO BLANCO","CENTRO URBANO PARCELAMIENTO CABALLO BLANCO",NA,"MIGUEL ANGEL ARMAS ROCHA","HÉƒTOR JULIN RODAS MAZARIEGOS","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5845","11-01-0389-46","11-004","RETALHULEU","RETALHULEU","COLEGIO MIXTO LA PAZ","1A. AVENIDA 2-17 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","EMILY KARINA PAZ INTERIANO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5846","11-01-0393-46","11-004","RETALHULEU","RETALHULEU","COLEGIO PARTICULAR MIXTO PAULO COELHO","5A. AVENIDA 7-55 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","WERNER MISAEL TIPAZ FLORES","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5847","11-01-0397-46","11-017","RETALHULEU","RETALHULEU","CENTRO EDUCATIVO NUEVA CANDELARIA","ALDEA NUEVA CANDELARIA",NA,"MIGUEL ANGEL ARMAS ROCHA","HERMES SIGFRIDO ALVARADO ANDRADE","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5848","11-01-0400-46","11-017","RETALHULEU","RETALHULEU","COLEGIO MIXTO TECNOLÓ‡ICO SAN AGUSTÍŽ","1A. CALLE 4-05 ZONA 4, CALZADA NAVIDAD",NA,"MIGUEL ANGEL ARMAS ROCHA","GLENDY SORAYDA MORENO POP","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5849","11-01-0402-46","11-014","RETALHULEU","RETALHULEU","INSTITUTO NACIONAL DE EDUCACIÓŽ DIVERSIFICADA","BARRIO MONTERREY, ZONA 4",NA,"JULIO CÉ“AR HERRERA ROLDN","MARVIN LEONEL ALONZO SNCHEZ","DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5850","11-01-0404-46","11-017","RETALHULEU","RETALHULEU","COLEGIO PRIVADO URBANO MIXTO BILINGUE PARAÍ“O","3A. AVENIDA 7-69 ZONA 2",NA,"MIGUEL ANGEL ARMAS ROCHA","JORGE ROBERTO ARREAGA PAZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5851","11-01-0406-46","11-017","RETALHULEU","RETALHULEU","COLEGIO PRIVADO URBANO MIXTO BILINGUE PARAÍ“O","3A. AVENIDA 7-69 ZONA 2",NA,"MIGUEL ANGEL ARMAS ROCHA","JORGE ROBERTO ARREAGA PAZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5852","11-01-0409-46","11-017","RETALHULEU","RETALHULEU","COLEGIO CRISTIANO BELÉŽ","ALDEA LA GUITARRA",NA,"MIGUEL ANGEL ARMAS ROCHA","KEILY DALILA LÓEZ SIGUENZA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5853","11-01-0411-46","11-017","RETALHULEU","RETALHULEU","COLEGIO CRISTIANO BELÉŽ","ALDEA LA GUITARRA",NA,"MIGUEL ANGEL ARMAS ROCHA","KEILY DALILA LÓEZ SIGUENZA DE HERRERA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5854","11-01-0413-46","11-017","RETALHULEU","RETALHULEU","COLEGIO EXPERIMENTAL DISTRITO DE ALTO RENDIMIENTO DAR LA TRINIDAD","0 CALLE ZONA 4, CANTÓŽ OCOSITO",NA,"MIGUEL ANGEL ARMAS ROCHA","CLARA ANNABELLA OLIVEROS CORADO DE GUZMN","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5855","11-01-0418-46","11-017","RETALHULEU","RETALHULEU","INSTITUTO TECNOLÓ‡ICO DE EDUCACIÓŽ BILINGUE INTERCULTURAL","LOTIFICACIÓŽ EL BOSQUE, ZONA 6",NA,"MIGUEL ANGEL ARMAS ROCHA","MARVIN RAMÍ’EZ VAÍŒ","DIVERSIFICADO","MUNICIPAL","URBANA","1","BILINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5856","11-01-0419-46","11-004","RETALHULEU","RETALHULEU","COLEGIO TECNOLÓ‡ICO BLAISE PASCAL","2A. CALLE 5-80 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","YENIFFER ANALY MAKEPEACE RUÍš","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5857","11-01-0420-46","11-017","RETALHULEU","RETALHULEU","COLEGIO TECNOLÓ‡ICO BLAISE PASCAL","2A. CALLE 5-80 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","YENIFFER ANALY MAKEPEACE RUÍš","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5858","11-01-0422-46","11-004","RETALHULEU","RETALHULEU","COLEGIO SMART KIDS GARDEN","8 CALLE 0-45 ZONA 2, CALZADA LAS PALMAS ENTRADA A FINCA LA VIÑ",NA,"MIGUEL ANGEL ARMAS ROCHA","GRISELDA ALEJANDRA OSORIO GÓEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5859","11-01-0425-46","11-017","RETALHULEU","RETALHULEU","COLEGIO PRIVADO MIXTO DE EDUCACIÓŽ MEDIA PROF. JULIO CÉ“AR ACOSTA BARRASCOUT","7A. AVENIDA 8-96 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","CLAUDIA LORENA GARCÍ IXCHOP DE MARTÍŽEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5860","11-01-0427-46","11-017","RETALHULEU","RETALHULEU","LICEO CRISTIANO MIXTO LA FE","7A. AVENIDA 7-99 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","GLEIDI YOMARA SNCHEZ RAMIREZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5861","11-01-0429-46","11-017","RETALHULEU","RETALHULEU","LICEO CRISTIANO MIXTO LA FE","7A. AVENIDA 7-99 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","GLEIDI YOMARA SNCHEZ RAMIREZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5862","11-01-0431-46","11-004","RETALHULEU","RETALHULEU","LICEO CRISTIANO MIXTO LA FE","7A. AVENIDA 7-99 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","GLEIDI YOMARA SNCHEZ RAMIREZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5863","11-01-0809-46","11-004","RETALHULEU","RETALHULEU","'EL BOSQUE'","CANTON DOLORES ZONA 6 FINCA EL BOSQUE",NA,"MIGUEL ANGEL ARMAS ROCHA","IRIS ANETH LÓEZ ESTRADA DE RIVERA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5864","11-01-1108-46","11-017","RETALHULEU","RETALHULEU","INSTITUTO DE EDUCACION ARTISTICA DEL SUR IDEAS","9AV. A 2-05 ZONA 4 RESIDENCIALES ANA LUCIA",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","SABATINO","RETALHULEU","RETALHULEU"
"5865","11-01-1177-46","11-004","RETALHULEU","RETALHULEU","INSTITUTO DE COMPUTACIÓŽ INFORMTICA","RUTA 6 W 10A. AVENIDA 0-50 ZONA 4 RESIDENCIALES ANA LUCIA",NA,"MIGUEL ANGEL ARMAS ROCHA","EZRA FIELDING GONZLEZ ARAGÓŽ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5866","11-01-1182-46","11-004","RETALHULEU","RETALHULEU","CENTRO EDUCATIVO NUESTRO MUNDO","7A. CALLE 8-72 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5867","11-01-1220-46","11-004","RETALHULEU","RETALHULEU","COLEGIO EVANGELICO MIXTO SINAI","5A. CALLE, INGRESO A LA COLONIA EL PEDREGAL I, ZONA 6",NA,"MIGUEL ANGEL ARMAS ROCHA","RODERICO OSWALDO MARTINEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5868","11-01-1253-46","25-000","RETALHULEU","RETALHULEU","INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER)","RETALHULEU",NA,"SONIA HAYDEE REYES MONTERROSO",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","A DISTANCIA","RETALHULEU","RETALHULEU"
"5869","11-01-1286-46","11-004","RETALHULEU","RETALHULEU","COLEGIO PRIVADO URBANO MIXTO MONTERREY","4A CALLE 10-39 ZONA 4 RESIDENCIALES ANA LUCIA",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5870","11-01-1287-46","11-004","RETALHULEU","RETALHULEU","COLEGIO PRIVADO URBANO MIXTO BILINGUE PARAISO","3A. AVENIDA 7-69 ZONA 2",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5871","11-01-1309-46","11-014","RETALHULEU","RETALHULEU","ESCUELA NORMAL DE EDUCACION FISICA","INTERIOR COMPLEJO DEPORTIVO TAKALIK ABAJ KM. 186.5 ZONA 5 SALIDA A CHAMPERICO",NA,"JULIO CÉ“AR HERRERA ROLDN","MARIZA AMARILIS SOLOGAISTOA MEJÍ","DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5872","11-01-1324-46","11-017","RETALHULEU","RETALHULEU","COLEGIO CIENTIFICO AMERICANO 'GALILEO'","11 CALLE 5-01 ZONA 2",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5873","11-01-1329-46","11-017","RETALHULEU","RETALHULEU","COLEGIO CIENTIFICO 'ALBERT EINSTEIN'","2A.CALLE Y 3A. AVENIDA 2-90 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5874","11-01-1332-46","11-017","RETALHULEU","RETALHULEU","COLEGIO CENTRO EDUCATIVO RETALTECO DE FORMACION INTEGRAL","8A. AVENIDA 8-01 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","JORGE LUIS DIAZ DE LEN","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5875","11-01-1369-46","11-017","RETALHULEU","RETALHULEU","COLEGIO MIXTO 'NUEVOS HORIZONTES'","10A. AVENIDA 5-88 ZONA 4",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5876","11-01-1372-46","11-004","RETALHULEU","RETALHULEU","COLEGIO TECNOLOGICO SANTA MARIA","4AV. 3-03 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","PATRICIA ELIZABETH DE LEÓŽ SAMAYOA DE RIVAS","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5877","11-01-1405-46","11-017","RETALHULEU","RETALHULEU","COLEGIO MIXTO ISIDRO TARACENA","4A. AVENIDA 3-58, ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","ANGEL IGNACIO VASQUEZ GARCIA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5878","11-01-1406-46","11-017","RETALHULEU","RETALHULEU","COLEGIO MIXTO ISIDRO TARACENA","4A. AV. 3-58 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","ANGEL IGNACIO VASQUEZ GARCIA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5879","11-01-1407-46","11-004","RETALHULEU","RETALHULEU","COLEGIO MIXTO MARIO MONTEFORTE TOLEDO","4A. CALLE 2-12 ZONA 2 LOTIFICACION EL PRADO",NA,"MIGUEL ANGEL ARMAS ROCHA","GLENDA JEANETTE CHVEZ GÓEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5880","11-01-1408-46","11-017","RETALHULEU","RETALHULEU","INSTITUTO BASICO Y DIVERSIFICADO POR MADUREZ DESARROLLO INTEGRADOR","3A. CALLE 6-49 ZONA 4",NA,"MIGUEL ANGEL ARMAS ROCHA","OSCAR ROBERTO ANGEL OVANDO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5881","11-01-1417-46","11-017","RETALHULEU","RETALHULEU","INSTITUTO NACIONAL DE DEPORTES 'INADEP'","COMPLEJO DEPORTIVO 'ABAJ TAKALIK' KM. 186 ZONA 5",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5882","11-01-1424-46","11-004","RETALHULEU","RETALHULEU","LICEO EVANGELICO GUATEMALTECO ISRAEL","5A. CALLE A 4-31 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","KARINA LÓEZ CIFUENTES","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5883","11-01-1425-46","11-004","RETALHULEU","RETALHULEU","COLEGIO MIXTO LAVAGNIÑ","5A. CALLE A 4-31 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5884","11-01-1447-46","11-017","RETALHULEU","RETALHULEU","COLEGIO COSTA SUR","11 CALLE 5-52 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5885","11-01-1448-46","11-017","RETALHULEU","RETALHULEU","COLEGIO COSTA SUR","7A. CALLE 4-55 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","JACQUELINE JEANNETTE MAZARIEGOS ORELLANA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5886","11-01-1484-46","11-017","RETALHULEU","RETALHULEU","COLEGIO CIENTIFICO 'ALBERT EINSTEIN'","2A. CALLE Y 3A. AVENIDA 2-90 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5887","11-01-1492-46","11-004","RETALHULEU","RETALHULEU","COLEGIO MIXTO CENTROAMERICANO","5A. CALLE 5-05 ZONA 6",NA,"MIGUEL ANGEL ARMAS ROCHA","NORMA KARINA YEE OLIVA DE SANTIZO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5888","11-01-1503-46","11-017","RETALHULEU","RETALHULEU","CENTRO EDUCATIVO JUAN PABLO II","7A. CALLE 4-47 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5889","11-02-0011-46","11-017","RETALHULEU","SAN SEBASTIAN","CENTRO EDUCATIVO DE ESTUDIOS INTEGRADOS SAN SEBASTIAN CEEDISS","KM. 184 CANTÓŽ PUCA",NA,"MIGUEL ANGEL ARMAS ROCHA","MELVIN RAFAEL REYES LOPEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
